"Data Source","World Development Indicators",

"Last Updated Date","2025-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Bangladesh","BGD","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","","","","","","17.7616901397705","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.137939453125","61.9493408203125","","","","","","","","","","","","","","","",
"Bulgaria","BGR","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","95.6439895629883","97.0081481933594","96.0344772338867","96.4976806640625","83.7251892089844","93.6805725097656","92.3345031738281","91.5143508911133","85.4973220825195","","95.2091217041016","89.6440124511719","88.6417617797852","90.1973266601562","92.6419982910156","94.7278518676758","92.6137084960938","94.0859222412109","93.1124420166016","91.3640823364258","95.058723449707","93.9209899902344","93.2598495483398","93.9973220825195","97.6165008544922","96.8138275146484","97.466438293457","96.1876525878906","97.5040893554688","96.0867309570312","93.568359375","94.3584823608398","96.4478302001953","96.0066528320312","95.6237411499023","97.9377136230469","98.5739898681641","","","",
"Bahrain","BHR","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","73.1802520751953","","","86.011589050293","79.9007873535156","90.0617980957031","","","","80.5195693969727","91.2247314453125","87.7262115478516","91.6007385253906","80.7868728637695","","86.3076171875","92.1151428222656","89.3925399780273","92.7324676513672","98.8396301269531","","98.6549301147461","99.4957809448242","","","","","","","99.0967102050781","","","","98.0496597290039","95.4214935302734","98.2443466186523","96.2192230224609","","","","99.6713333129883","","",
"Bahamas, The","BHS","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.7517395019531","","89.5358581542969","77.8039627075195","91.3800964355469","","71.3374099731445","65.0738983154297","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.0502319335938","81.1116561889648","83.0017623901367","82.8159332275391","86.4117584228516","96.4854431152344","96.6529312133789","98.6141662597656","92.6144332885742","93.5496597290039","93.1863098144531","94.6000213623047","97.3696670532227","93.5834274291992","","",
"Belarus","BLR","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.0074691772461","","97.5108184814453","97.7634124755859","","88.898681640625","98.9703674316406","98.6744613647461","96.2717819213867","97.7882614135742","","99.8350067138672","98.5175704956055","99.07763671875","96.1806793212891","","","96.8779525756836","98.8017501831055","99.0531234741211","98.4635696411133","98.2686767578125","98.0649719238281","98.1209716796875","97.8286437988281","98.4112014770508","98.0045623779297","97.779899597168","99.3850784301758","92.3351135253906","","",
"Belize","BLZ","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.1388626098633","","","67.404411315918","","","","","74.4934005737305","","","","","","88.8544769287109","81.8815689086914","89.7451705932617","93.3322296142578","89.1311721801758","93.0623168945312","","90.4905776977539","95.7964019775391","97.8578720092773","","90.7939910888672","95.3937911987305","","91.9846420288086","95.8585510253906","","86.1747970581055","","",
"Bermuda","BMU","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.4797286987305","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.1734008789062","86.8091735839844","90.0369491577148","96.4350128173828","93.936767578125","96.0024795532227","94.621223449707","93.8127517700195","94.7941513061523","97.4247894287109","95.3442993164062","","97.2886734008789","96.7354125976562","","",
"Brazil","BRA","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","40.0880012512207","37.6228218078613","37.3997001647949","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Barbados","BRB","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.9829864501953","","","","94.048942565918","","","","","","","","","","","","","","","","","92.4057312011719","94.7396469116211","","","",
"Brunei Darussalam","BRN","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","74.7215576171875","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.014518737793","97.1346435546875","96.2654113769531","94.8381881713867","96.3091201782227","","95.9580230712891","","97.5824127197266","","","","","94.0173187255859","","92.8442916870117","96.4630584716797","","","","","",
"Bhutan","BTN","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","","","11.1492204666138","25.2906703948975","","","","","","","","","","","","","","","69.0974197387695","","","","72.5829010009766","74.5145874023438","78.0230331420898","78.1874237060547","","","","","81.1164779663086","","","84.436149597168","81.487678527832","88.7039031982422","91.2206802368164","","","","","84.5508270263672","","","","","","","","",
"Botswana","BWA","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","48.7224807739258","","","","","","","","69.6351089477539","","69.5275192260742","","","79.9578018188477","84.0146331787109","","","","","","","72.0586166381836","80.2547378540039","79.1381607055664","77.9233779907227","80.5302810668945","","","78.0539321899414","78.6438293457031","81.0491790771484","81.1246337890625","80.5949783325195","82.5905303955078","79.9478225708008","84.7411270141602","","","91.3327331542969","","","","92.6852035522461","","","","","","","","","","","","",
"Central African Republic","CAF","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","36.1396217346191","","45.6255493164062","","46.0179405212402","","","","","49.5042915344238","63.5013198852539","63.8362503051758","","","","20.665060043335","65.1323394775391","56.3085784912109","","30.5634899139404","17.7387008666992","","","","","","","","","","","","","","","","","50.9367790222168","53.1348609924316","48.5800514221191","47.349479675293","","","","","","","","","","","","","",
"Canada","CAN","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.8688507080078","98.3417663574219","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central Europe and the Baltics","CEB","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.4890518188477","94.5384826660156","95.0576782226562","95.6911315917969","95.3501281738281","95.9253005981445","93.6282501220703","97.3712692260742","94.6217880249023","92.900520324707","97.5030899047852","96.8336181640625","97.1402893066406","96.9915924072266","97.4064407348633","97.4869003295898","97.2682418823242","96.9881210327148","96.3731231689453","96.4000091552734","96.4753036499023","98.2660293579102","97.3775405883789","97.2907333374023","97.00048828125","97.1211624145508","97.3495101928711","97.1657867431641","95.9154510498047","98.041389465332","98.1235809326172","98.3610000610352","98.6857681274414","98.8751907348633","98.8702774047852","","",
"Switzerland","CHE","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","","","58.5528717041016","55.3828582763672","54.9713287353516","35.0357894897461","55.5956611633301","54.1701889038086","54.4942283630371","54.3310012817383","54.6534194946289","54.5214805603027","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.5587692260742","99.3063201904297","99.3577575683594","100","99.3278121948242","99.4043197631836","","","",
"Channel Islands","CHI","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","78.1896896362305","69.084846496582","69.9244384765625","70.2006378173828","66.8340911865234","64.9640121459961","71.0158996582031","","","","","","89.9656372070312","","","","","","","","","","","","","","96.8866500854492","","","","","","","","","","","","","","98.231201171875","98.0077514648438","","99.1300888061523","99.2680587768555","98.8495635986328","99.2054824829102","99.7515869140625","99.514762878418","99.9509582519531","100","","","","",
"China","CHN","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.2371673583984","93.4191131591797","","","","","","","","","","","","","","","","","","","","","","","97.0106811523438","96.8560409545898","","","","",
"Cote d'Ivoire","CIV","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","82.9316177368164","","","","","","","","","71.6113433837891","","","","","78.6691818237305","","75.0220108032227","64.5558319091797","","76.9576568603516","74.4929580688477","72.8855514526367","67.0428237915039","","66.9114532470703","89.7093276977539","","","","","","83.3722381591797","","61.783390045166","","","84.3472366333008","74.577522277832","78.2085494995117","84.7674713134766","82.8938980102539","","","","77.5691604614258","67.9348831176758","63.7966499328613","","","",
"Cameroon","CMR","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","59.1183204650879","60.0274200439453","68.2374496459961","60.5653686523438","55.0503311157227","","63.7599182128906","65.0035781860352","70.5366516113281","66.4479598999023","70.9485321044922","59.4286308288574","71.1292724609375","68.4167633056641","72.1554183959961","","","","57.8149185180664","","","","","","","","","","","","","","","","54.6418190002441","57.5085601806641","68.6795883178711","66.8318405151367","56.9247817993164","69.1491394042969","","","64.5953369140625","56.7539901733398","41.1736106872559","37.7225112915039","63.669921875","","","64.7673110961914","65.0803375244141","","",
"Congo, Dem. Rep.","COD","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","46.6012496948242","","","","61.1374092102051","60.421070098877","68.0736923217773","","","","","","","","","","85.9730072021484","","","","53.1437110900879","","66.9297103881836","","","","","","","","","","","","","","78.3069686889648","","57.9810600280762","59.7323989868164","74.8687286376953","55.7396812438965","","34.4101600646973","","","","","","72.6311492919922","","","","",
"Congo, Rep.","COG","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","78.5971984863281","","77.0185394287109","74.4885711669922","72.5526809692383","75.494499206543","","","","","85.1089324951172","76.2944564819336","","","","","58.7398109436035","","48.2255210876465","","57.1265106201172","","25.7666301727295","","","","","","","57.7538414001465","","","","","70.6029586791992","","","","","","","","","","","","","","","","","",
"Colombia","COL","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","48.3088684082031","34.0288696289062","38.768310546875","34.3955192565918","","","","","","","","35.6705589294434","52.0649185180664","53.4627113342285","47.907299041748","55.3975601196289","63.8007316589355","53.2497482299805","53.1883583068848","","","","58.772819519043","63.2442588806152","54.6551208496094","","","","56.1865196228027","64.0378799438477","","","","","78.3190307617188","77.2792892456055","81.5568923950195","","","83.9922027587891","87.6164169311523","82.6119079589844","72.6420364379883","81.1839981079102","85.8361434936523","87.8815307617188","89.587516784668","90.1851119995117","92.8371734619141","93.7526626586914","96.9423370361328","89.8387832641602","","","",
"Comoros","COM","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","27.0399894714356","","","","","","","","","","","","41.8126487731934","","","","","","","","","","","","","","","64.6445465087891","","","","","","","","","","","",
"Cabo Verde","CPV","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","","","","11.6195001602173","22.8409690856934","25.5144100189209","21.6138191223144","15.9667196273804","","31.4419593811035","32.450439453125","43.0039482116699","43.9544982910156","","","","","","","","","","","","","","86.8052291870117","85.1007232666016","85.8718338012695","","84.9063568115234","","84.5180969238281","","","89.5657196044922","","89.4520721435547","89.0675506591797","88.4457931518555","89.1862487792969","","","","88.6859893798828","96.6530990600586","","","","",
"Costa Rica","CRI","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","69.5962600708008","69.4655685424805","74.1407928466797","66.8910217285156","","73.5639877319336","68.7351531982422","70.2995071411133","71.8080673217773","67.5070419311523","72.1347885131836","67.5932922363281","","","73.4200820922852","79.4617462158203","74.6637802124023","77.4627990722656","76.9783172607422","","75.2329177856445","78.3756408691406","79.2199401855469","81.6571426391602","82.2370223999023","80.9628677368164","","","","87.0501327514648","89.5155715942383","87.0418472290039","","","80.8976669311523","89.3345565795898","82.126220703125","92.2078170776367","92.9056930541992","87.6315231323242","89.6531677246094","87.2842483520508","86.1946182250977","89.4340591430664","93.1914672851562","92.3649597167969","","","","","96.9493865966797","","","","",
"Caribbean small states","CSS","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","74.2402496337891","74.2760696411133","75.1631698608398","75.8636093139648","78.6859893798828","78.0047225952148","80.5907363891602","79.5543212890625","77.7955780029297","76.5868835449219","75.8068618774414","75.3414306640625","75.0577774047852","74.4718399047852","75.5801162719727","77.1135864257812","78.3405532836914","78.4908599853516","78.6669921875","78.7780532836914","79.0291595458984","79.4057464599609","79.6946411132812","79.936897277832","80.1781463623047","80.5503234863281","77.7273483276367","78.9050521850586","79.8558807373047","80.9449691772461","80.5108871459961","81.2860870361328","81.5204391479492","84.1894302368164","85.6812896728516","84.2449722290039","84.0130462646484","86.0727310180664","87.0799026489258","89.1376495361328","89.9606399536133","89.9493865966797","87.5358581542969","90.7783508300781","89.9711380004883","86.0484390258789","83.0413589477539","79.6579437255859","77.8589782714844","","",
"Cuba","CUB","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","56.6334114074707","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.7512512207031","95.5775604248047","96.3432693481445","96.3149871826172","96.9467620849609","95.9419326782227","95.901481628418","96.5099487304688","95.1964721679688","95.5186309814453","96.1617126464844","94.0493774414062","95.4216918945312","94.7000503540039","95.8551635742188","94.4071273803711","94.692008972168","95.7740173339844","95.7283020019531","96.3109512329102","95.4909362792969","96.8824996948242","93.874870300293","87.7671127319336","","",
"Curacao","CUW","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Persistence to last grade of primary, male (% of cohort)","SE.PRM.PRSL.MA.ZS","","","","","","","","","","","","95.773063659668","98.0971984863281","97.0292892456055","63.2939414978027","94.7014312744141","99.2046966552734","99.1430587768555","98.6559677124023","98.4959411621094","99.8519897460938","96.4157562255859","99.9054794311523","98.6072387695312","98.6309585571289","98.596549987793","98.5589294433594","99.5973815917969","99.6987533569336","98.3216705322266","","99.3599319458008","98.7292175292969","98.9117889404297","98.9836807250977","","","","","93.6343231201172","98.8756866455078","","97.3209762573242","99.974853515625","98.5601501464844","97.6990737915039","98.9853820800781","93.8682403564453","","","","","92.8857727050781","89.9588088989258","98.1687927246094","97.7002334594727","98.5138778686523","","","95.4127426147461","100","95.9016876220703","","","",
